asn,org,country,total_prefixes,signal_count,source_count,vpn_signals,tor_signals,malware_signals,drop_list_signals,phishing_signals,public_feed_signals,public_feed_overlap,signal_density,confidence,sources
144623,China Education and Research Network,CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
144624,China Education and Research Network,CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
144625,China Education and Research Network,CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
144626,China Education and Research Network,CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
144627,China Education and Research Network,CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
144628,China Education and Research Network,CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
144629,China Education and Research Network,CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
144630,China Education and Research Network,CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
144631,China Education and Research Network,CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
144632,China Education and Research Network,CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
144633,China Education and Research Network,CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
144634,China Education and Research Network,CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
144635,China Education and Research Network,CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
144636,China Education and Research Network,CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
144637,China Education and Research Network,CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
144638,China Education and Research Network,CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
144639,China Education and Research Network,CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
144640,China Education and Research Network,CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
144641,China Education and Research Network,CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
144642,China Education and Research Network,CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
144643,China Education and Research Network,CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
144644,China Education and Research Network,CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
144645,China Education and Research Network,CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
144646,China Education and Research Network,CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
144647,China Education and Research Network,CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
144648,China Education and Research Network,CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
144649,China Education and Research Network,CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
144650,China Education and Research Network,CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
144651,China Education and Research Network,CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
144652,China Education and Research Network,CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
144653,China Education and Research Network,CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
144654,China Education and Research Network,CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
144655,China Education and Research Network,CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
144656,China Education and Research Network,CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
144657,China Education and Research Network,CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
144658,China Education and Research Network,CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
144659,China Education and Research Network,CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
144660,China Education and Research Network,CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
144661,China Education and Research Network,CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
144662,China Education and Research Network,CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
144663,China Education and Research Network,CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
144664,China Education and Research Network,CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
144665,China Education and Research Network,CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
144666,China Education and Research Network,CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
144667,China Education and Research Network,CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
144668,China Education and Research Network,CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
144669,China Education and Research Network,CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
144670,China Education and Research Network,CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
144671,China Education and Research Network,CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
144672,China Education and Research Network,CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
144673,China Education and Research Network,CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
144674,China Education and Research Network,CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
144675,China Education and Research Network,CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
144676,China Education and Research Network,CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
144677,China Education and Research Network,CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
144678,China Education and Research Network,CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
144679,China Education and Research Network,CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
144680,China Education and Research Network,CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
144681,China Education and Research Network,CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
144682,China Education and Research Network,CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
144683,China Education and Research Network,CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
144684,China Education and Research Network,CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
144685,China Education and Research Network,CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
144686,China Education and Research Network,CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
144687,China Education and Research Network,CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
144688,China Education and Research Network,CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
144689,China Education and Research Network,CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
144690,China Education and Research Network,CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
144691,China Education and Research Network,CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
144692,China Education and Research Network,CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
144693,China Education and Research Network,CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
144694,China Education and Research Network,CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
144695,China Education and Research Network,CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
144696,China Education and Research Network,CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
144697,China Education and Research Network,CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
144698,China Education and Research Network,CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
144699,China Education and Research Network,CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
144700,China Education and Research Network,CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
144701,China Education and Research Network,CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
144702,China Education and Research Network,CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
144703,China Education and Research Network,CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
144704,China Education and Research Network,CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
144705,China Education and Research Network,CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
144706,China Education and Research Network,CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
144707,China Education and Research Network,CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
144708,China Education and Research Network,CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
144709,China Education and Research Network,CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
144710,China Education and Research Network,CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
144711,China Education and Research Network,CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
144712,China Education and Research Network,CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
144713,China Education and Research Network,CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
144714,China Education and Research Network,CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
144715,China Education and Research Network,CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
144716,China Education and Research Network,CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
144717,China Education and Research Network,CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
144718,China Education and Research Network,CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
144719,China Education and Research Network,CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
144720,China Education and Research Network,CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
144721,China Education and Research Network,CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
144722,China Education and Research Network,CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
144723,China Education and Research Network,CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
144724,China Education and Research Network,CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
144725,China Education and Research Network,CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
144726,China Education and Research Network,CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
144727,China Education and Research Network,CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
144728,China Education and Research Network,CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
144729,China Education and Research Network,CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
144730,China Education and Research Network,CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
144731,China Education and Research Network,CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
144732,China Education and Research Network,CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
144733,China Education and Research Network,CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
144734,China Education and Research Network,CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
144735,China Education and Research Network,CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
144736,China Education and Research Network,CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
144737,China Education and Research Network,CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
144738,China Education and Research Network,CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
144739,China Education and Research Network,CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
144740,China Education and Research Network,CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
144741,China Education and Research Network,CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
144742,China Education and Research Network,CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
144743,China Education and Research Network,CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
144744,China Education and Research Network,CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
144745,China Education and Research Network,CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
144746,China Education and Research Network,CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
144747,China Education and Research Network,CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
144748,China Education and Research Network,CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
144749,China Education and Research Network,CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
144750,China Education and Research Network,CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
144751,China Education and Research Network,CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
144752,China Education and Research Network,CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
144753,China Education and Research Network,CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
144754,China Education and Research Network,CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
144755,China Education and Research Network,CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
144756,China Education and Research Network,CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
144757,China Education and Research Network,CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
144758,China Education and Research Network,CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
144759,China Education and Research Network,CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
144760,China Education and Research Network,CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
144761,China Education and Research Network,CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
144762,China Education and Research Network,CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
144763,China Education and Research Network,CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
144764,China Education and Research Network,CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
144765,China Education and Research Network,CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
144766,China Education and Research Network,CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
144767,China Education and Research Network,CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
144768,China Education and Research Network,CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
144769,China Education and Research Network,CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
144770,China Education and Research Network,CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
144771,China Education and Research Network,CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
144772,China Education and Research Network,CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
144773,China Education and Research Network,CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
144774,China Education and Research Network,CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
144775,China Education and Research Network,CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
144776,China Education and Research Network,CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
144777,China Education and Research Network,CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
144778,China Education and Research Network,CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
144779,China Education and Research Network,CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
144780,China Education and Research Network,CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
144781,China Education and Research Network,CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
144782,China Education and Research Network,CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
144783,China Education and Research Network,CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
144784,China Education and Research Network,CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
144785,China Education and Research Network,CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
144786,China Education and Research Network,CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
144787,China Education and Research Network,CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
144788,China Education and Research Network,CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
144789,China Education and Research Network,CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
144790,China Education and Research Network,CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
144791,China Education and Research Network,CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
144792,China Education and Research Network,CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
144793,China Education and Research Network,CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
144794,China Education and Research Network,CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
144795,China Education and Research Network,CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
144796,China Education and Research Network,CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
144797,China Education and Research Network,CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
144798,China Education and Research Network,CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
144799,China Education and Research Network,CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
144800,China Education and Research Network,CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
144801,China Education and Research Network,CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
144802,China Education and Research Network,CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
144803,China Education and Research Network,CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
144804,China Education and Research Network,CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
144805,China Education and Research Network,CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
144806,China Education and Research Network,CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
144807,China Education and Research Network,CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
144808,China Education and Research Network,CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
144809,China Education and Research Network,CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
144810,China Education and Research Network,CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
144811,China Education and Research Network,CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
144812,China Education and Research Network,CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
144813,China Education and Research Network,CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
144814,China Education and Research Network,CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
144815,China Education and Research Network,CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
144816,China Education and Research Network,CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
144817,China Education and Research Network,CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
144818,China Education and Research Network,CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
144819,China Education and Research Network,CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
144820,China Education and Research Network,CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
144821,China Education and Research Network,CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
144822,China Education and Research Network,CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
144823,China Education and Research Network,CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
144824,China Education and Research Network,CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
144825,China Education and Research Network,CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
144826,China Education and Research Network,CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
144827,China Education and Research Network,CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
144828,China Education and Research Network,CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
144829,China Education and Research Network,CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
144830,China Education and Research Network,CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
144831,China Education and Research Network,CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
144832,China Education and Research Network,CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
144833,China Education and Research Network,CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
144834,China Education and Research Network,CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
144835,China Education and Research Network,CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
144836,China Education and Research Network,CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
144837,China Education and Research Network,CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
144838,China Education and Research Network,CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
144839,China Education and Research Network,CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
144840,China Education and Research Network,CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
144841,China Education and Research Network,CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
144842,China Education and Research Network,CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
144843,China Education and Research Network,CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
144844,China Education and Research Network,CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
144845,China Education and Research Network,CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
144846,China Education and Research Network,CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
144847,China Education and Research Network,CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
144848,China Education and Research Network,CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
144849,China Education and Research Network,CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
144850,China Education and Research Network,CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
144851,China Education and Research Network,CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
144852,China Education and Research Network,CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
144853,China Education and Research Network,CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
144854,China Education and Research Network,CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
144855,China Education and Research Network,CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
144856,China Education and Research Network,CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
144857,China Education and Research Network,CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
144858,China Education and Research Network,CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
144859,China Education and Research Network,CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
144860,China Education and Research Network,CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
144861,China Education and Research Network,CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
144862,China Education and Research Network,CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
144863,China Education and Research Network,CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
144864,China Education and Research Network,CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
144865,China Education and Research Network,CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
144866,China Education and Research Network,CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
144867,China Education and Research Network,CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
144868,China Education and Research Network,CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
144869,China Education and Research Network,CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
144870,China Education and Research Network,CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
144871,China Education and Research Network,CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
144872,China Education and Research Network,CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
144873,China Education and Research Network,CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
144874,China Education and Research Network,CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
144875,China Education and Research Network,CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
144876,China Education and Research Network,CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
144877,China Education and Research Network,CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
144878,China Education and Research Network,CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
144879,China Education and Research Network,CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
144880,China Education and Research Network,CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
144881,China Education and Research Network,CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
144882,China Education and Research Network,CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
144883,China Education and Research Network,CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
144884,China Education and Research Network,CN,0,3,1,0,0,0,0,0,3,1,3.0000,low,bad-cidrs-v4
